2017-04-20 19:50:48,142 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Looking for matching resources in directory tree [E:\DateBase\Idea\Home\target\classes\com\tao\home\web\controller]
2017-04-20 19:50:48,142 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Searching directory [E:\DateBase\Idea\Home\target\classes\com\tao\home\web\controller] for files matching pattern [E:/DateBase/Idea/Home/target/classes/com/tao/home/web/controller/**/*.class]
2017-04-20 19:50:48,143 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Resolved location pattern [classpath*:com/tao/home/web/controller/**/*.class] to resources [file [E:\DateBase\Idea\Home\target\classes\com\tao\home\web\controller\TestController.class]]
2017-04-20 19:50:48,152 [DEBUG] org.springframework.context.annotation.ClassPathBeanDefinitionScanner  - Identified candidate component class: file [E:\DateBase\Idea\Home\target\classes\com\tao\home\web\controller\TestController.class]
2017-04-20 19:50:48,154 [INFO ] org.springframework.beans.factory.xml.XmlBeanDefinitionReader  - Loading XML bean definitions from class path resource [dbConfig.xml]
2017-04-20 19:50:48,155 [DEBUG] org.springframework.beans.factory.xml.DefaultDocumentLoader  - Using JAXP provider [com.sun.org.apache.xerces.internal.jaxp.DocumentBuilderFactoryImpl]
2017-04-20 19:50:48,156 [DEBUG] org.springframework.beans.factory.xml.BeansDtdResolver  - Found beans DTD [http://www.springframework.org/dtd/spring-beans.dtd] in classpath: spring-beans-2.0.dtd
2017-04-20 19:50:48,165 [DEBUG] org.springframework.beans.factory.xml.DefaultBeanDefinitionDocumentReader  - Loading bean definitions
2017-04-20 19:50:48,172 [DEBUG] org.springframework.beans.factory.xml.DefaultBeanDefinitionDocumentReader  - Imported 7 bean definitions from relative location [dbConfig.xml]
2017-04-20 19:50:48,172 [INFO ] org.springframework.beans.factory.xml.XmlBeanDefinitionReader  - Loading XML bean definitions from class path resource [springmvc.xml]
2017-04-20 19:50:48,174 [DEBUG] org.springframework.beans.factory.xml.DefaultDocumentLoader  - Using JAXP provider [com.sun.org.apache.xerces.internal.jaxp.DocumentBuilderFactoryImpl]
2017-04-20 19:50:48,175 [DEBUG] org.springframework.beans.factory.xml.PluggableSchemaResolver  - Found XML schema [http://www.springframework.org/schema/beans/spring-beans-3.0.xsd] in classpath: org/springframework/beans/factory/xml/spring-beans-3.0.xsd
